score,unit,stratum,storm,metric,value,ci_lo,ci_hi,n_units,test_event,role,year,n_polygons,train_events,run_id
slope_neg,object,URBAN,ALL,capture_0.2,0.4849944100259006,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,URBAN,ALL,observed-label_auc,0.4837513109596224,0.3654,0.6778,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.5123,0.3636,0.6491,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,URBAN,ALL,capture_0.2,0.0563,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,URBAN,ALL,capture_0.2,0.07225739087845927,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,URBAN,ALL,observed-label_auc,0.6671542343995805,0.5482,0.7196,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,URBAN,ALL,observed-label_auc,0.6586,0.5509,0.7524,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,URBAN,ALL,capture_0.2,0.3438,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,URBAN,ALL,capture_0.2,0.2946839289197817,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,URBAN,ALL,observed-label_auc,0.5790095700052439,0.5106,0.6296,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,URBAN,ALL,observed-label_auc,0.5502,0.4434,0.6358,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,URBAN,ALL,capture_0.2,0.2687,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,URBAN,ALL,capture_0.2,0.17035468058592806,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,URBAN,ALL,observed-label_auc,0.8061916622968013,0.7043,0.8527,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.7707,0.7043,0.8287,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,URBAN,ALL,capture_0.2,0.675,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,URBAN,ALL,capture_0.2,0.5666575919402027,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,URBAN,ALL,observed-label_auc,0.772975878342947,0.7159,0.8022,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.7647,0.7024,0.8132,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,URBAN,ALL,capture_0.2,0.3937,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,URBAN,ALL,capture_0.2,0.3694199504335065,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,URBAN,ALL,observed-label_auc,0.6355191400104877,0.522,0.7563,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,URBAN,ALL,observed-label_auc,0.676,0.5291,0.8361,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,URBAN,ALL,capture_0.2,0.2437,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,URBAN,ALL,capture_0.2,0.29559717246370254,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,URBAN,ALL,observed-label_auc,0.7570470634504457,0.6664,0.8218,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,URBAN,ALL,observed-label_auc,0.7712,0.6787,0.8634,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,URBAN,ALL,capture_0.2,0.4688,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,URBAN,ALL,capture_0.2,0.5311668006879786,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,0.7366229680125852,0.6399,0.7888,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,0.7511,0.6336,0.8567,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.525,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,URBAN,ALL,capture_0.2,0.5412882282743193,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,0.6084281594126901,0.5036,0.6618,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,0.6198,0.5005,0.7221,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.3,,,160,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,URBAN,ALL,capture_0.2,0.4123680857996518,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,URBAN,ALL,observed-label_auc,0.6857883149412167,0.5705948579782187,0.7827972460906851,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,URBAN,ALL,observed-label_auc,0.5090409632661783,0.42345312625167314,0.5851649843895331,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,URBAN,ALL,observed-label_auc,0.6424440366118314,0.5492041288218016,0.7228150724904454,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,URBAN,ALL,observed-label_auc,0.5581188720843536,0.46450538386595785,0.6380197482306647,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,URBAN,ALL,observed-label_auc,0.7819168938308264,0.7208294883973214,0.833599696527288,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,URBAN,ALL,observed-label_auc,0.769218020828135,0.7099038494397997,0.8193493738961531,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,URBAN,ALL,observed-label_auc,0.6504779013376124,0.5613757180555274,0.7391293383218964,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,URBAN,ALL,observed-label_auc,0.7779858381768439,0.7051746764503444,0.839689778447847,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,URBAN,ALL,observed-label_auc,0.7440239396265853,0.639969457454649,0.8270356183633353,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,URBAN,ALL,observed-label_auc,0.6272278371055899,0.5175837044362648,0.732083937792277,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,AGRI,ALL,observed-label_auc,0.8307131901840491,0.8307,0.8307,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.8307,0.8307,0.8307,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,AGRI,ALL,observed-label_auc,0.6923888036809815,0.6924,0.6924,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.6924,0.6924,0.6924,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,AGRI,ALL,capture_0.2,0.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,AGRI,ALL,capture_0.2,0.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,AGRI,ALL,observed-label_auc,0.9760832055214724,0.9761,0.9761,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,AGRI,ALL,observed-label_auc,0.9761,0.9761,0.9761,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,AGRI,ALL,observed-label_auc,0.9838477760736196,0.9838,0.9838,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,AGRI,ALL,observed-label_auc,0.9838,0.9838,0.9838,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,AGRI,ALL,observed-label_auc,0.5522910276073619,0.5523,0.5523,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.5523,0.5523,0.5523,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,AGRI,ALL,capture_0.2,0.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,AGRI,ALL,capture_0.2,0.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,AGRI,ALL,observed-label_auc,0.79826495398773,0.7983,0.7983,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.7983,0.7983,0.7983,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,AGRI,ALL,observed-label_auc,0.8243865030674846,0.8244,0.8244,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,AGRI,ALL,observed-label_auc,0.8244,0.8244,0.8244,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,AGRI,ALL,observed-label_auc,0.9667369631901841,0.9667,0.9667,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,AGRI,ALL,observed-label_auc,0.9667,0.9667,0.9667,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,0.9999041411042945,0.9999,0.9999,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,0.9999,0.9999,0.9999,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,0.9969325153374233,0.9969,0.9969,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,0.9969,0.9969,0.9969,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,AGRI,ALL,observed-label_auc,0.8680874929893437,0.8680874929893437,0.8680874929893437,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,AGRI,ALL,observed-label_auc,0.6598990465507572,0.6598990465507572,0.6598990465507572,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,AGRI,ALL,observed-label_auc,0.9762759394279305,0.9762759394279305,0.9762759394279305,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,AGRI,ALL,observed-label_auc,0.983510936623668,0.983510936623668,0.983510936623668,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,AGRI,ALL,observed-label_auc,0.6246214245653393,0.6246214245653393,0.6246214245653393,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,AGRI,ALL,observed-label_auc,0.8258553000560851,0.8258553000560851,0.8258553000560851,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,AGRI,ALL,observed-label_auc,0.8049355019629837,0.8049355019629837,0.8049355019629837,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,AGRI,ALL,observed-label_auc,0.9628715647784633,0.9628715647784633,0.9628715647784633,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,AGRI,ALL,observed-label_auc,1.0,1.0,1.0,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,AGRI,ALL,observed-label_auc,0.9964105440269209,0.9964105440269209,0.9964105440269209,1,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8245689266046764,0.6325,0.913,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7968,0.6672,0.9084,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.75,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.7267442659364736,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.4017859829677109,0.3157,0.5322,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.4025,0.2961,0.5089,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,capture_0.2,0.0,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7344557792422738,0.5739,0.8039,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7214,0.6089,0.8163,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,cell_gate,UNIVERSE,ALL,capture_0.2,0.4545,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,capture_0.2,0.42264591756308373,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7685301375221931,0.7162,0.7901,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7342,0.6768,0.7831,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,UNIVERSE,ALL,capture_0.2,0.4924,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,capture_0.2,0.34512892150315994,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8054136198128253,0.7114,0.8466,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7767,0.728,0.8219,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.6591,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,capture_0.2,0.529003812034528,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8169728566699769,0.7557,0.8476,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8118,0.7621,0.8551,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.7273,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,capture_0.2,0.7158060878118734,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7502061328277813,0.648,0.8494,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.784,0.6676,0.8961,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,capture_0.2,0.4242,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,capture_0.2,0.4741018409415167,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8443095302578917,0.7671,0.8861,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8386,0.7738,0.9083,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,capture_0.2,0.7045,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,capture_0.2,0.698519183681238,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8295292798892601,0.7153,0.8757,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8237,0.7253,0.9041,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.7576,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.7545027278817502,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7068324757004002,0.5906,0.7634,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7055,0.6002,0.7996,6,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.4167,,,132,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.48517348721316755,,,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.7931679978765962,0.6736490979273377,0.8908911881230706,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,observed-label_auc,0.41228516407547167,0.34734775793292116,0.4705698786997574,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,observed-label_auc,0.7063999161411434,0.6022139192960482,0.7963555457215837,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,observed-label_auc,0.7278499514302574,0.6709138410539559,0.7811673569000992,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,observed-label_auc,0.7915147257799665,0.7417236899852453,0.8341749387939059,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,observed-label_auc,0.816079984944636,0.7631233613663314,0.8601788157971273,20,2016,development,2016,21,"[2006, 2012, 2014]",m1_20260926T160821Z_a181f6c
